N6-Trimethyllysine,HMDB01325,C03793,12963835,13809365,20366500,10682856,26737282,15682463,11163037,9286808,12305731,10992744,32285131,13367148,12995718,9579494,14223712,21806357,12636429,29889672,11232669,21501012,11518197,11444882,9819729,12084889,9879500,10183143,18661789,15191118,19108903,13693945,11547889,11659153,7845672,11110347,16540507,12343268,10386455,24964104,10407191,5847297,5397762,6391414,14811476,12261481,19918740,12144347,10273508,8206533,15022068,7327360,9539858,15121199,15326669,13392998,10523317,21695045,12742805,5325168,10444995,13438249,14781100,7325017,11903770,19528640,14620639,9314397,18565795,12406752,10581312,16419714,12899881,12095161,13029030,10682288,8099276,7575057,8939768
Homocitrulline,HMDB00679,C02427,2080554,1970250,5000828,688477,6467237,1267332,439401,1124635,1362620,1723899,2744835,4518500,1191199,603467,2040822,1102893,7188307,659097,2271763,1980387,1782737,1210897,190780,1317837,1189185,1082036,2640581,761634,974073,1688740,605556,1055486,938728,2056854,1843277,2062839,848484,1372436,508436,622912,1036375,2488408,2300227,1289062,624283,1171329,1138122,1399548,2897437,662392,806409,1618242,1445595,1726347,401232,3873846,1408835,648720,975758,1222454,2429459,4573501,536788,717441,849262,1222553,2336916,1351628,1402925,594805,4949869,1396458,497641,2384660,614490,679546,2861077
Caffeine,HMDB01847,C07481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Salicylurate,HMDB00840,C07588,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DL DOPA,HMDB00609,C00355,106424,194250,249601,71623,275767,100398,118772,78263,67868,85102,101509,120438,92323,133401,122935,104620,69986,149308,134784,108126,86367,75026,75026,39105,110674,44636,103492,110659,83967,66203,97533,119141,92116,73577,131680,77173,77399,91391,76802,38052,46210,40539,94738,51924,28192,109641,120024,78611,93645,81602,82665,129189,65196,100164,63832,372534,141792,77047,90052,43150,150955,100624,124355,211239,90993,86486,78601,83588,46356,98335,147162,70051,62057,59471,63555,61613,65882
Selenomethionine,HMDB03966,C05335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dimethylarginine (A/SDMA),HMDB01539/HMDB03334,C03626,14861716,15249917,27794528,9209710,18497816,13263313,10419761,12963874,13987060,9574909,16599467,13345485,13074013,13200751,11876275,8424853,13181409,17735609,14964503,11781915,10609439,14154037,11311687,7976159,10874601,15626814,11622840,13293173,13988173,12341444,10372151,8502202,9741913,13769815,11717209,11105251,11092324,9495886,10628129,7201250,7756530,6636503,10282680,5539536,6591680,12707149,9649597,8592311,13094536,9485027,8603839,8807475,7970057,6851185,5471746,16576558,9377809,5989785,13443849,7841097,12097881,9470970,8519908,12576630,10690662,10925974,13542574,7902386,7621404,10358014,10650004,10051124,8704336,7877865,8411862,5907946,7532498
Spermine,HMDB01256,C00750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3-Indolebutyric Acid,HMDB02096,C11284,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Acetylcarnitine,HMDB00201 ,C02571,12867736,44194831,63901004,15427715,56347563,35713743,6225299,27342611,15762780,40149980,57881595,19378462,22099676,21394001,13613409,21123563,18283154,12873048,19996684,29275472,23799125,18638889,19525052,7545059,35850343,40217985,34055522,16914173,26575556,21207997,24490007,31809945,25206565,15564044,27884248,17755192,19207128,37522605,17436577,12104731,22065632,17959125,14933517,11349016,17280587,29792966,33090547,34173890,24873326,14382060,25103615,26940171,21736188,25583686,33640099,35204868,48912952,24317711,24302257,25945823,20123445,26801584,49709129,23086115,17306507,31497477,23200286,23614611,22596176,18100360,29457791,24890170,12347299,20335340,11436759,17720394,48162565
Tryptophan,HMDB00929,C00078,13866085,11668065,20067871,6724207,13051183,12545828,10630603,7511390,19818169,8537745,8270525,11344171,15764329,16201005,13021588,11150633,14498227,13838252,6872443,15711511,11693538,7404604,20355522,12623647,21682231,14234001,18825962,13588456,10255421,14927731,13256339,13744026,13977337,9547472,12643580,14527608,7314310,14533576,9988950,10699261,14928383,6671084,8235835,13969637,13364107,12587463,11288120,8262352,10040195,7918748,6734746,13764977,8989144,10863392,7963386,23083605,19070207,9440224,14246792,12570142,21904219,13846272,12938211,15252146,11178609,11029815,19058737,18492934,21054157,10401033,8035744,12399558,21632329,9082632,7621790,7966459,6242733
L-Kynurenine,HMDB00684,C00328,214071,348543,657373,188117,272505,224266,96118,154765,397560,140906,127323,182649,299130,228823,261542,186207,323479,260506,206277,211892,266458,126894,657834,410963,423189,332901,201815,529327,252127,317168,203508,192791,486979,159582,257643,350117,128119,134554,194465,238876,191386,139250,151910,193186,194113,291571,156753,169923,372444,156569,160356,193185,118955,243642,123796,654240,355100,151684,341954,137278,377878,212062,451554,282116,212441,147850,247387,299632,270499,178836,151082,348412,386606,224760,197595,157348,47875
Phosphocreatine,HMDB01511,C02305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N-Ac-Arginine,HMDB04620,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carnosine,HMDB00033,C00386,25980391,34097568,32417390,13039687,67281458,21423278,16712596,17770405,12836960,18451361,22992686,20464892,13529143,14714594,20468072,37380143,20975968,17494430,22263676,11089072,22159420,21201630,15543408,20057685,18340050,26035549,17941936,23779765,18619595,26490373,23219917,23266055,11543661,18201524,17940285,19302448,19874573,13000931,14457997,10221702,9709318,11460490,21895248,13465305,10029272,23354874,19194942,15860303,19711966,14369763,14671372,21783408,16141835,17970077,10179035,41242048,24634490,12439026,19591808,18843930,19244214,13722379,20918776,34433359,16074529,16643533,13642168,18066640,12486960,18674635,19601976,16636618,15324381,16648364,15547760,9193629,14214590
2-Deoxycytidine,HMDB00014,C00881,1109105,1008743,180724,379860,119563,702542,628105,1018406,498561,2000179,406578,934296,446769,373547,1146423,534784,853607,130593,1109859,306826,659099,960055,230085,455819,740049,841287,1130509,1125269,710770,1058240,362822,190473,323833,570406,785176,971243,559469,62233,495228,586441,763853,532303,640328,503952,547907,602998,474073,725599,596330,901210,196854,973801,703432,1046058,567169,584906,1243686,1189863,944144,200496,554461,516352,251640,186958,617682,1307805,682837,885631,352658,438678,149119,484964,726694,770035,359796,476401,617953
2-Deoxyuridine,HMDB0000012,C00526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Biopterin,HMDB00468,C06313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anserine,HMDB00194,C01262,2304584,810782,2124254,1370568,3349694,2101169,1525035,1991373,1286782,1799225,1977784,1715828,2314848,2201790,1767172,2406179,2596671,1419548,1008743,1014759,2647968,2937430,1433247,2696626,1444418,2925409,2068050,2578808,2641205,2692277,1293146,1523898,1216805,2359017,2012687,2435397,2474418,1083784,1338352,999463,1231406,789610,1951225,1759113,1007656,1146172,2316913,1892306,2050212,1265794,1722814,1549047,1251037,1918501,1239603,3158295,1914530,1540561,2199363,2756768,1800128,1813841,1610485,3007227,2572175,1870425,1358895,1699440,1066145,1902603,2688064,754493,1682973,3224508,1500305,1120695,2493430
Cystine,HMDB00192,C00491,477722,229562,192663,234239,988281,449020,397925,422389,233640,375295,373697,382256,258747,257610,309092,305803,265431,342941,338005,382917,399057,384419,264270,168276,286769,480350,303088,432261,335478,258059,303189,601373,390446,413460,210146,304968,391162,875293,273467,252124,243244,176345,278756,166008,297427,360948,321534,321628,303728,392505,148309,270729,328358,150273,233346,415532,509229,278466,459580,516778,411382,246474,286290,900848,341367,367967,754378,630080,507118,571554,342041,186285,719669,189534,246696,204077,371692
Cytidine,HMDB00089,C00475,568568,300843,62145,155189,46751,755512,602414,485002,164326,451256,918589,667695,154956,116423,274564,229233,369673,364842,299553,179219,264999,716528,164657,430167,212951,285994,642914,973844,955635,356988,220973,220011,183718,408478,635442,363011,432304,258909,236758,420600,355832,360481,230452,763068,1179521,230903,540939,451534,984149,237354,175377,801986,272430,608341,292666,534210,725036,197476,347188,194894,266064,371873,100559,163670,472523,494404,815856,374971,128506,469421,88215,257560,1131185,452142,133349,420602,391441
Uridine,HMDB00296,C00299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
isoValerylcarnitine,HMDB00688,C20826,2341275,3955679,8375286,2116273,6285522,6286966,583369,3474135,2397583,4119299,7976102,2497419,1626198,2308561,1841373,3442948,1937215,2239272,2286003,2586520,3722725,1283023,6995334,742046,3689133,4420617,4612864,1171116,8115464,2072445,3164262,2853563,5273124,1005859,4822461,1477480,1763856,6267012,2140101,809470,3163510,1885030,1601925,11832313,4181972,3878671,2674004,2803661,3454641,1939608,2127131,2696813,2973492,3767581,2783098,4544304,5228259,1401820,1575675,1138932,1529558,2499746,3742945,1471106,1639653,2182938,10870917,1402803,2651993,4690246,2765723,6178189,4602698,1703356,1429040,1997871,1810713
Neopterin,HMDB00845,C05926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glycerophosphocholine,HMDB00086,C00670,41788525,35690416,71469191,24316814,14176827,78775930,35280336,23436535,83384679,24025543,91013100,40240369,108494037,83632717,30070885,50214871,46153241,138931657,23291999,64224686,37329581,28499712,43282072,22403680,25925619,25105712,51230960,34861294,44175493,35282949,57698452,26906401,17487876,33789239,79824726,28916162,28704547,113667557,34666408,29814600,26738064,16378296,24558191,37223861,86177608,17784790,22396315,26321421,38801390,12988909,41733543,21249473,34254422,23126925,17386079,26988792,24963111,28836348,16539782,28075508,31283640,25802110,32770156,17811687,24607627,15655668,55758672,20214399,15875118,38671440,53934948,20330540,34468357,21660198,26814844,27378237,15839307
5-Methylcytidine,HMDB00982,N/A,2876393,1729427,3088415,1204515,1381632,3214319,2205491,3579668,2780264,2984819,2073300,2623539,2360139,2865484,4860847,2005029,3535085,2981452,2572440,1838636,2384460,3184020,2051797,2655782,2025131,5400104,1437857,2555212,4575204,2098892,3075365,1276716,1610395,2384679,1606472,3301198,2361098,1114641,1687267,2167101,1857037,1935133,1353520,1382319,2433810,1499620,1768504,2637824,2489883,3043177,1822091,2351297,3107239,1672218,1768928,1513994,2075991,1731164,2244147,2328548,1799172,1818636,1647498,2031091,2204203,2343406,2007667,1783840,1593012,1665360,1420299,2292758,2199884,2610481,2326671,1367833,1307884
Phosphotyrosine,HMDB06049,C06501,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Succinylcarnitine,HMDB61717,N/A,550224,399843,1318854,190209,744697,654347,172054,502735,453127,559643,1338890,537063,256846,296117,197382,342746,367983,615248,501905,857068,303108,546034,514974,144513,155345,348502,933560,327975,508247,329192,408385,438303,106535,508495,896526,365380,435988,1273053,201662,172506,264174,257872,175153,339988,1019432,433337,336364,264238,678086,234587,182842,391933,312890,211296,208111,1120678,657737,167998,519502,349287,429721,231782,216346,435520,228920,373340,917328,221986,238015,515323,364704,389262,347433,295456,361684,167945,503023
Thiamine,HMDB00235,C00378,855975,321683,2441408,479331,568572,1375031,319509,709293,228903,1204152,1127970,945090,262598,229165,1333639,927527,674194,749529,1016218,1480592,822666,1328992,883993,276863,501749,1491523,1273094,492767,439247,999574,1851124,290366,1100699,1178827,351478,726232,392628,128907,91744,523274,675476,936787,414478,435531,469167,574049,468826,632787,428821,800632,245903,578466,411056,1356353,262676,1789564,768544,385523,750988,464075,597911,356262,300025,200675,298643,474370,581726,278537,352803,230409,426152,216450,383826,370265,452547,305458,228825
"2,3-Diphosphoglyceric Acid",HMDB01294,C01159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deoxyguanosine,HMDB00085,C00330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adenosine,HMDB00050,C00212,35455,46007,75958,172813,49413,160796,64208,235579,183816,31454,6611143,205322,169253,85938,149127,280105,101078,545504,87576,1318657,N/A,94376,323774,191987,81437,143273,679537,107290,5690907,154829,65527,99226,276073,878819,295284,55999,152374,121892,65802,506157,216080,N/A,N/A,818576,1479043,50050,434778,54958,128227,26119,603249,538810,35723,86402,432676,250951,344091,108106,121186,115092,745646,501266,101568,218555,481016,152978,178642,211669,21966,381021,223782,3436871,139655,150692,523852,192415,80388
Inosine,HMDB00195,C00294,699192,239423,N/A,N/A,376071,1647656,N/A,910322,N/A,942843,1085409,131182,N/A,N/A,N/A,N/A,65957,99719,71381,N/A,62197,83263,N/A,51854,190776,N/A,570678,613161,759556,216762,87728,50966,370768,516025,N/A,N/A,570900,80478,N/A,87677,N/A,N/A,770702,651441,650066,1096329,1359751,N/A,197989,251722,N/A,1780345,81135,250080,186326,570123,663980,170344,N/A,152739,2068081,71627,N/A,774179,566238,1750279,169783,1082517,1254451,274027,139307,108557,124733,N/A,673109,731468,N/A
Glutarylcarnitine,HMDB13130,N/A,835163,284621,2580981,283647,642563,620948,197097,747117,832586,1100931,905890,1056785,713237,684059,507874,425780,499845,827511,611349,553988,700015,681785,585348,416727,499507,507574,168390,380711,1013324,766680,398646,754340,411491,598224,453774,705400,463414,756740,581445,162505,478529,467195,497500,230619,255755,1116419,854890,478563,890513,438961,467723,338044,535842,474651,210475,300277,328294,310083,441444,436080,557273,360285,589223,397917,509710,464953,475177,391737,500534,571053,710662,514237,383240,636767,475734,397448,719737
1-Methyladenosine,HMDB03331,C02494,222656,177992,111722,148906,147846,85431,191614,136998,48763,217872,76183,192178,79743,113089,260071,153594,267113,90942,231132,138693,151013,216070,140897,173599,155598,273385,119353,227367,292381,177644,159750,135788,176931,158584,95395,209657,312992,22809,209455,175665,113681,108496,164742,95817,60142,291288,123611,144060,146840,156010,89139,185238,154387,150347,150028,150630,144984,101288,211993,178276,142491,138086,142365,160120,172101,167306,79073,187114,111820,152809,138010,132473,118889,182336,159954,113126,104115
6-Methyladenosine,HMDB04044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guanosine,HMDB00133,C00387,21950,10300,N/A,14242,16178,62766,N/A,53186,N/A,43208,158014,23276,8987,N/A,8075,7516,10458,24788,9687,43703,N/A,N/A,N/A,N/A,N/A,N/A,59235,19366,257591,13146,19541,18415,22485,17789,N/A,N/A,25158,16430,6884,30517,12097,N/A,20270,51182,63161,47385,79476,5299,30369,8062,10764,100298,8955,N/A,25579,65454,40696,N/A,N/A,13345,67716,18339,N/A,58291,28687,68533,29526,68446,44099,30206,15360,35467,23942,N/A,45399,25385,N/A
Retinal,HMDB01358,C00376,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Retinol,HMDB00305,C19962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Argininosuccinate,HMDB00052,C03406,25883,20993,52941,22715,31973,43314,26726,13160,20811,22278,53316,16030,17340,20107,17305,11618,13835,53110,22921,26535,26007,33952,18104,25358,11102,20861,16661,42490,45182,19591,21114,12028,15665,19302,25126,26564,17563,150645,15595,8146,10489,18772,20401,13446,21755,21633,15463,18175,25721,19711,13014,30030,12467,22537,13685,19554,25068,8054,18559,15547,30183,22038,36063,26641,26981,16364,23203,22502,7216,20096,25543,12384,26892,21025,13098,11502,17425
5-Methylthioadenosine,HMDB01173,C00170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"N2,N2-Dimethylguanosine",HMDB04824,N/A,588741,783636,877720,342173,751498,456318,318113,474544,540716,533958,491599,531139,379974,548932,540165,371738,557635,441523,598080,463928,488066,466592,369725,227707,429812,673875,371397,397323,640238,475151,507784,401276,423635,461377,485119,434127,409112,394732,343655,323638,380214,294210,390961,259891,353109,477702,405468,375100,595011,432051,398950,432485,309342,398095,307243,739528,403872,350769,453921,351737,365755,431690,508627,451588,378786,407680,434204,319912,290134,390625,401517,464182,406194,382003,375535,337241,251103
UMP,HMDB0000288,C00105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cAMP,HMDB00058,C00575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GMP,HMDB01397,C00144,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Riboflavin,HMDB00244,C00255,60445,43195,170567,47071,81285,127835,38967,59247,42587,57474,109256,63229,68063,59693,66011,86166,70384,134421,58186,98543,88529,42943,65336,34197,43889,64038,83629,51329,104742,48800,118019,41011,53123,56435,115923,39141,33428,83271,38128,46053,72831,34804,30823,47996,85655,73332,36530,63595,42939,59313,36790,87857,53996,62977,39295,93616,64005,55997,43951,23190,64673,40995,62641,54231,65071,56148,64631,74498,51741,47895,52954,44828,58995,35950,78987,67761,23642
