Phosphocreatine,HMDB01511,C02305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N-Ac-Arginine,HMDB04620,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carnosine,HMDB00033,C00386,27133253,24861888,36751488,33615455,36817036,33472705,29697040,27073071,27461623,24607797,25210287,19296228,32606913,30034289,24052426,35636189,32995195,50753734,27428207,29926140,29977231,27970683,26301748,26216500,26446989,26480598,34197372,29962783,26526419,18520442,23142797,20831276,24439947,39233131,23849452,25766477,23793935,21649063,28075347,26791000,28592249,36467375,25954896,25024228,27579144,25133304,28943724,21750642,30187753,21578659,22344174,27317494,43839275,25364731,34100582,18411721,33797161,31936909,31168876,28207490,19972676,17665670,23196159,10713150,39752457,32957580,24850076,22936005,22698379,22865568,24554589,24708911,23168029,36895355,26651868,22855029,38808768,27016828,22980559,32326885,27925180,21994078,26758620,30747246,27759155,19577503,18762828,21393228,22609961,26940306,19324917,18789675,19962057,21665025,18133641,22625675,18178232,20614357,20792090,25656888,22384524,16905725,26358812,16909298,13347350,21216355,20199361,14239718,12556181,14765402,18372047,24026905,26653205,19559292,15633396,19525896,21862250,13862333,22586760,15326193,23996482,19644853,19314042,22324203,14615657,32275301,19841223,21578880,17716486,23011484,24928872,17724790,16477151,23327579,17394925,23877660,26910040,15408907,17541792,22003184,15687538,19808432,17027965,18732320,15420467,21614022,16875328,17760360,16900881,20099320,9507522,14132746,20916570,16779866,34668123,20225636,26500725
2-Deoxycytidine,HMDB00014,C00881,1217537,118186,1638252,4734341,2699182,2667544,4655523,1721662,3549116,2295856,1798022,1535378,2111128,3632930,676014,2225123,2097898,4003710,2675811,1374108,4957014,574682,1782306,3343114,3065018,2222711,2671930,3158897,1526918,4146444,3268197,1862065,4937186,2250044,2190724,1105012,2485462,442174,2468092,2464303,3137968,2553069,5908928,2531422,3351452,1915842,2920450,1948431,1699689,6337190,1558816,3311091,2823710,2130489,3194154,2024309,2900843,1779927,1875304,2907810,2992054,2096772,3220665,1069715,1714602,2155068,2053204,4951887,1292532,2050556,1575190,2366813,1646487,2941909,3142927,1693367,2343722,2211479,2583946,2632054,3636044,3255627,887420,1308592,3223355,3287696,1734416,1079863,2238980,2011798,2512272,898509,2350504,4311936,2312280,1359138,1720537,2564047,2848573,2439666,2567040,1846066,2556006,1767402,2061599,1453369,2646858,2888167,1931173,1922754,2105212,2842681,2716108,2700400,1751147,1303484,2549154,2459428,2069294,1905282,1998829,2737923,2168641,2107058,2349201,2010368,1940024,1739208,1403125,525733,1569669,2708543,564127,192040,702297,1860007,2337449,2123374,2775437,1556385,2280234,1232675,1425309,1862639,1609574,1319961,2094305,1949116,966309,1026849,151013,1597192,1557510,2251753,1797212,1611954,2290092
2-Deoxyuridine,HMDB0000012,C00526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Biopterin,HMDB00468,C06313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anserine,HMDB00194,C01262,4390474,3728802,5339190,4792357,3165982,2751943,4134163,2198170,3248196,1202841,3755895,2995798,3778915,3491098,2306958,1349702,4666546,4587496,3189966,4034997,4462673,5705122,4476915,3485157,3343539,4077553,4073802,3981860,2915164,2819224,4231978,2538331,2555766,3451729,3918964,3116432,4833613,3045025,3020692,3974578,3057230,3661435,4058851,2296264,2592644,4620026,3984757,3384143,3767252,3306487,3001351,3392671,3054306,2491249,3695186,2186782,2219730,3263534,4756772,4020961,3325527,2651699,2464832,2161898,2762409,4837203,2805274,3178488,3050113,3017750,2380586,2383684,3657055,3028402,2803751,2273241,3543615,2251364,2152502,2838117,2943516,3460091,2367255,3510022,2673024,3111955,2259445,2263156,1645576,3769109,1557041,1696634,2366687,2660962,2707747,2955562,2771538,3520163,2510123,3188839,3836245,2280107,4527405,1657740,1552264,2794134,1740571,2066382,1980502,1210596,2682194,6895898,2302510,2733427,2265604,2622584,1085771,1651762,2827938,1585300,2934310,2923413,2852817,1851016,2090030,3119180,2763649,3296860,2902267,3313004,3446070,2353753,3468515,1697644,1981369,9479113,2657841,2156877,3337108,2729487,2065796,2088635,1357578,1910731,1552179,3053269,2100591,1566797,2157417,1441337,1199356,2024484,1592559,1373480,4163360,1268246,1266819
Cystine,HMDB00192,C00491,196864,264337,81338,263159,219499,255872,198168,417467,330587,544327,289201,253637,239880,400318,284561,151034,315086,304397,208777,284892,298557,268024,186364,153334,200667,94065,151811,226927,166691,233185,194266,160183,140645,263562,133461,113520,244401,109730,104666,528783,144052,148741,166266,79596,94910,365847,221866,133113,52063,97009,105387,99630,158102,83283,194288,102597,109394,315878,151917,189095,293543,140506,87704,109624,201130,128574,95526,83834,71494,78478,86466,120864,84850,139992,113930,159370,235345,137992,122152,223201,93793,117204,69677,132480,163542,124194,179195,161522,188554,112773,138422,95686,214007,244563,141345,175747,232277,278939,129148,285094,112728,245854,303473,149411,266094,207032,204220,217877,122986,108405,180466,118813,141747,277945,199240,102139,204924,176512,198082,123443,164880,117222,156307,89811,98198,165953,98196,128436,106991,76432,139159,378608,109551,88414,234691,330173,122410,160940,116862,92292,167994,174025,115460,78140,125356,91165,137759,69095,167839,130786,88664,107093,98671,38746,132777,83244,60925
Cytidine,HMDB00089,C00475,1003021,298582,346747,1467779,1929464,778865,2002741,556849,858848,677711,1364008,840022,707372,1604167,238257,756467,1371648,2985223,1514696,897735,1408235,384839,736742,716365,1244343,1296359,1180331,641329,649415,797329,1808185,349841,2008856,1133079,845357,681546,3389535,130092,1534823,1162300,676065,1019027,2409783,549759,879157,1556679,1237892,1332143,516734,1233867,623304,1435141,3271752,620132,1970327,2022860,607096,1572815,1222733,849574,3192397,611261,840310,403695,1910039,1309128,262198,1140500,416243,1208918,706420,946535,476159,1706493,648531,1166594,1106481,700675,1078685,566208,724035,760703,358735,1654978,652734,1016543,2707937,1179588,1278120,593096,593662,810311,542371,716577,750747,537219,1516780,880910,865601,701114,998192,1433781,577239,656147,889930,645114,429379,1096522,325781,819533,1055212,1095675,784007,542967,659330,644425,1780865,1014312,2194748,876940,937053,947282,1377989,953646,601041,813788,964105,882948,443051,400783,924939,386466,206130,162673,422049,1202818,441832,601956,1227308,590985,468866,438980,637133,461599,532758,618857,866465,400736,387561,463313,38151,627993,1003153,675239,1306330,1096597,578647
Uridine,HMDB00296,C00299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
isoValerylcarnitine,HMDB00688,C20826,1845635,5656075,6205837,6113313,4357836,5741407,6722219,4397602,10535183,3436451,12547269,5157675,4822153,4189620,4560360,3214396,12034243,6652113,4974997,4418493,4621191,7384742,5376157,5127689,8607399,12116679,3531290,4201092,3477646,3968949,3095433,2536874,6312250,3902828,2608469,2714584,7472281,2028769,4835826,3195171,3906262,4225557,8061642,3535969,6496644,6575022,6734976,1488168,6958045,15666318,3441988,7191424,27309485,6187100,3340879,7208283,4297996,10363115,5674974,2295734,12066006,3466883,6539381,7456881,4225947,3608903,1361870,3744339,3164102,3369596,4170730,4222777,878856,4720755,3255931,3574935,6935244,2598145,7006536,3778591,3038266,2040929,4066737,1344103,1288362,4274109,4505555,2049327,2990869,2266740,3781740,2875531,1608705,1494888,4236978,2988161,1969916,2285573,2108208,1857632,3146957,8816508,1862875,1651137,2349153,3297595,2447524,5715469,2274720,5392548,2199769,2126237,2908314,4409189,1747695,2679943,6749024,3608768,4761564,2411054,1964028,3366691,2048904,3072925,1588053,5129304,3124743,1933824,2581748,3327091,1201594,3242751,2227363,2827918,2328486,3875709,2794941,3879827,1696963,2807688,2327943,2071391,2351825,4112600,1469181,3006638,1877443,1834002,2516875,1911722,1496602,2265598,4258998,1684572,2036607,2809890,4477003
Neopterin,HMDB00845,C05926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glycerophosphocholine,HMDB00086,C00670,66255300,91710278,57422509,48846834,52253834,40200764,70580831,53438940,45490222,68929580,63564814,33097316,49775182,51456479,83379188,65847326,63527700,69469947,50134907,55260722,50907737,39652014,40299522,44186413,51285863,46334276,50169691,39468156,60033451,74827521,49095278,52918546,48551507,45940538,52061600,33486787,48548987,30402993,80717954,46079862,40443169,42230822,48772718,45788842,37563861,40533252,26128961,43816644,38787479,40739742,29855448,44103181,93516684,62736090,43692460,59134101,39776882,118827368,34267080,36252288,73672391,37581737,37416227,22105769,40628565,47580235,61405950,42094347,28898489,37040184,39031447,44594106,48264944,33875141,31445170,80599982,41539832,17139891,24694408,28243139,33438830,22637225,46768055,32715894,28379081,24631498,76981745,26174870,40773022,31284057,18495896,29036187,13101705,20359031,31359388,28267652,39936106,22952081,30727281,21587699,16829782,63806366,26531921,22852240,31457121,26770798,25758333,17380961,22387955,24655998,21517649,29220257,31004670,31455173,15393224,29600196,69219551,43180542,44810887,37368710,24394533,33721815,33269362,30480664,53179762,26186741,39449484,24766299,28615839,22374597,33061205,24564261,55416262,38384605,16647412,46998961,26904204,36398242,29100668,29196981,37116322,27001385,49514342,24894594,24524478,27996331,28828027,20293534,21087184,23984622,28710037,35415411,50157098,27176415,46679217,27484649,16394184
5-Methylcytidine,HMDB00982,N/A,3854257,4937954,4443574,4906763,7126222,4837483,5848254,6617223,6211907,5926853,4728882,2952995,5342816,6223696,6218267,7328888,4200647,6496143,7060545,6720927,9297396,3432087,4873823,4617174,5367502,5060972,6151952,5386524,5224990,4879455,6479211,5917636,3808738,3632323,5651061,4855419,6848288,7448994,6113707,4569668,6955325,7295931,11209668,7477842,6894960,6050410,8470937,8893165,5951793,6085054,5140571,4735056,6010203,4775653,7011515,3253179,8498366,6424749,4985162,6737992,5113794,5172415,4525028,4171551,4288681,4261842,6101693,5428436,4145062,3788873,3827994,4002074,5090541,7523023,5524166,3057131,3457522,5569644,8379390,3893103,5233912,6904177,3078703,5038385,8137904,5183888,8276591,5233536,2974894,3533165,5467196,6245199,934711,6196644,4751416,3269659,4080567,6692032,9321560,6118381,2601668,7713296,6654357,5177874,5647467,4092757,4188252,4552647,6240281,5276887,6957730,5302067,4960695,5953412,6326804,4106667,2824291,6002369,3621356,5726234,3233266,11152576,3955410,3721740,6306962,6737759,5145517,3947813,4859861,2706249,6003241,5209942,4596015,3353936,3896274,4645546,5860698,4655286,7550772,3591147,2936448,3738137,4469443,5026565,4526290,2510945,5296437,7558203,2256590,2958864,4070058,4501069,4427832,5088571,3215274,4444914,9687805
Phosphotyrosine,HMDB06049,C06501,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Succinylcarnitine,HMDB61717,N/A,929809,1056584,606216,1162302,860923,1444645,1403487,1170255,2193868,768504,2175895,1070659,1098758,663621,753563,594720,1775873,3055450,1067133,1456621,1147500,1523234,911637,900878,1364861,1578701,1393224,923679,804214,895923,1182715,609759,1232209,874784,626268,771080,2444271,694408,1748537,1011876,804368,1161230,2311132,990479,1209019,1758374,1657417,832435,992140,741905,642808,1142223,42187854,1239194,848491,2576742,536387,1183943,1158024,709142,3899614,684390,731497,1682733,1320718,1359007,789403,1231854,840132,819247,792990,1564639,579281,1311130,1298008,928974,1932983,820344,745841,1023153,1231605,949147,906284,1754446,844907,1331297,1480370,500224,1343207,716311,834231,578037,458846,913682,1095688,860780,773638,476737,1045406,743856,931452,1407949,539039,326920,800748,768393,497115,692176,1075552,609095,624895,1076810,491391,1292453,796915,770013,2468999,918655,1682910,883479,710479,1280231,812405,425704,875224,1094638,925518,537994,598853,697028,913010,329075,261101,1169548,750213,977704,727133,407848,855463,688962,377053,1005403,554661,433322,442502,945790,708143,595066,433628,352849,388787,873134,598829,502636,602253,655552,1189947
Thiamine,HMDB00235,C00378,741154,439963,338284,355069,450209,624337,813478,229076,92689,247062,304297,144079,428832,251540,132964,625199,111400,686262,182406,210106,292173,438760,351343,236976,263174,215675,810670,295584,732206,244759,1448637,377883,876405,624764,189245,2896158,916629,266205,790965,646601,788173,433183,223195,570682,565968,369763,286379,730276,631935,765465,490703,269017,776276,1463064,569594,297717,146278,841197,176885,848059,652262,1039585,219166,300435,492259,505310,1306958,531163,720573,510597,581644,902227,778400,1055968,562104,579451,927038,842772,1014190,813362,1129745,310800,813253,229544,630833,143929,228714,209173,945894,333787,324028,465721,592299,518018,208050,627439,422752,535599,446338,952342,605148,349857,101797,785534,508727,490096,828090,633939,918634,291241,461759,387315,607609,504962,428171,267374,1816332,134616,196982,918733,714745,650421,586631,80705,338792,513433,559408,122045,155415,366964,216392,886586,1444164,822571,220054,147078,365608,763233,240094,638200,373174,1080799,319344,360145,298317,387853,378627,74970,314066,231896,308082,617319,383504,491305,467569,339097,551902
"2,3-Diphosphoglyceric Acid",HMDB01294,C01159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deoxyguanosine,HMDB00085,C00330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adenosine,HMDB00050,C00212,22536,400016,61884,1795382,101678,28449,4487539,33822,45058,142885,294744,111637,74953,64750,23940,48100,227964,1248685,46358,109483,42342,49054,101574,39571,118944,72007,142957,64664,111583,105437,138508,40279,497903,133089,43645,284229,41508,20728,1517978,471517,407099,579739,243953,35928,111171,4893212,130680,216978,102512,172015,84799,894404,5132987,274056,1746649,5854227,301158,180482,177976,630207,417182,134958,390742,219207,632846,4521689,57128,531198,589850,485097,288510,436658,581182,492514,37770,49791,175164,160454,1043023,149067,234788,118806,240868,137516,34095,398163,152422,261374,161059,37093,242872,153609,54404,683238,124811,86887,608166,853312,830944,238942,368969,215695,67302,802999,47289,99981,157681,41353,105307,15315,32981,1149077,115718,2535245,158513,618016,1685102,101085,178978,293577,230656,27533,193562,55514,82869,171113,1520511,104404,696693,151341,4702381,163995,260142,194202,113469,148378,1367185,415520,541910,362413,238118,78213,128686,60469,562143,227182,197902,67762,114503,60160,115126,268602,87914,204404,1355853,43477,89212
Inosine,HMDB00195,C00294,1520097,109327,62883,8744561,3357920,55029,4950196,2186618,97847,185962,8728464,689911,687366,8083246,21135,7903132,5942960,7280230,27351,3158426,5431540,738727,33179,48204,840176,991950,290394,2379796,208563,67706,4056744,449734,734141,1698135,38365,6852081,3377787,14394,1471266,647967,987980,1626462,8404006,274186,2680806,5195230,2008518,513553,27248,430114,2289359,3667605,1611685,312364,6993417,7341523,61504,287438,309822,3468627,4318077,2445560,3327838,1082357,7007498,4818435,18023,750236,1239286,4011006,1480360,889438,268193,3270576,23906,610713,12789219,1020448,251991,3378187,148859,79420,197175,5344135,1426431,881768,615100,3663003,4377141,13866,224759,164052,187134,157292,1008115,1667784,2730714,1939356,3622541,1937976,4669134,1567312,4281546,452442,108131,417951,569396,7706447,44494,429389,1162132,1031014,1976353,3055827,1181648,128322,11202754,515528,11855981,313892,985027,7642028,2698301,15011,53209,5561901,1857486,151404,294359,827747,1757210,795363,18361,1854372,93561,2912940,1352804,55743,3372048,932515,833190,149222,548583,556114,1479502,724234,581100,287231,8956428,5443976,23596,131431,1393286,551908,7260119,3853538,1167000
Glutarylcarnitine,HMDB13130,N/A,470180,527043,663563,427466,593203,878884,663963,640212,943685,242379,840504,321324,602643,345362,600114,360636,990278,847298,473773,1076459,345655,357565,574426,849549,457678,896392,494757,507478,610644,287578,377307,360762,411138,340362,463641,308914,539607,881951,598102,407491,384187,681464,425888,407145,881391,507669,674641,709085,535051,490965,181684,629906,516160,391483,375023,377790,235875,362768,607415,312453,359767,238771,875226,684009,567751,274011,229185,462956,364863,355122,343291,353662,223585,633604,275914,204488,744146,196161,373288,247230,284484,293866,422920,212892,350740,693423,217652,196183,242914,173390,420317,283667,216392,222461,320099,351277,278440,151446,380432,164338,218276,273697,268063,239360,219599,419798,192303,203274,482064,194998,291381,565530,219246,233614,341297,468288,100523,261628,173153,275917,319481,231356,408114,342280,259364,283274,209559,301603,161091,392805,318142,189911,244617,76228,298622,224512,224074,174371,468021,420504,379028,296049,117127,159391,162322,384585,123476,219904,199918,217873,252635,384920,214114,189976,191466,136472,201322
1-Methyladenosine,HMDB03331,C02494,161150,122587,142445,198609,175538,173446,126982,176822,186830,168043,121219,163334,126578,156197,135044,151193,144673,157765,131737,182960,165022,160121,157189,165549,176781,205870,180717,180768,119061,120734,140779,142938,118058,166871,111790,182873,144859,142242,78775,144758,140984,148839,140507,108269,173516,117812,141739,136315,163115,212025,102102,109081,202792,136695,144736,153344,77727,120888,140761,110798,112527,109728,172652,169716,121293,140113,77357,151878,133960,137922,126237,125355,92812,131221,141216,94102,206083,124668,145236,145290,139866,151566,100784,94469,114820,132302,70219,113725,104080,106478,123768,101482,108205,123377,112312,91899,125037,112950,111361,137037,116582,106755,122980,94929,146205,104262,111077,130963,98013,106098,103694,146818,112417,100344,98109,118798,134312,81130,67489,83482,120452,100653,136752,104973,63421,108724,139574,84368,92199,99152,131586,119177,85707,43198,115597,87999,77318,106422,85556,78728,137386,94695,78407,90164,87152,93372,97155,86879,85086,120689,58978,95425,83309,99877,141381,101916,123667
