Glycerate,HMDB00139,C00258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Uracil,HMDB00300,C00106,639535,1027889,428628,372802,404245,233864,734504,288676,232703,307523,834511,406764,381397,277694,495702,395394,1117578,751350,433926,748928,445829,815484,413898,193315,455458,843972,401659,238150,298172,349335,485822,200602,578865,540759,245517,466329,982928,501107,839875,194172,403225,299008,568649,296657,301099,631248,306834,454791,480317,262962,800497,363779,917943,416342,346603,914710,252663,312074,395994,268424,970899,263726,261526,315858,695211,403604,210556,396352,461298,416811,294347,303580,174020,595034,179571,670971,413690,177332,352908,216190,331424,166847,446533,717553,202069,287094,865054,522525,639548,276828,185301,740299,197327,241209,332753,273642,476472,255301,293083,314579,360092,665286,249929,255444,287523,217643,219259,301270,328428,290313,322753,345548,308414,374096,204875,410520,1103045,500580,930504,477430,188561,361735,324888,302347,396733,519826,333952,491488,287833,906974,323304,198033,677622,378931,732479,781733,203117,349926,329989,378910,237555,476725,339610,223080,374893,118862,255457,193136,358901,449598,918588,244829,578301,300967,550874,386889,195631
Fumaric Acid,HMDB00134,C00122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maleic Acid,HMDB00176,C01384,70160,91024,68739,69233,47496,55251,238081,53248,61250,71020,72145,45017,70107,84061,48547,120886,46981,86963,80763,55177,53935,57544,67035,165788,73285,73987,38912,120216,60240,66283,59535,47000,72346,74249,51189,65051,80478,62055,107917,130703,177528,144128,70482,137237,49761,1818897,60209,52489,52828,123408,128575,95037,148067,45465,68910,99542,42542,36980,53297,87319,44718,53864,54033,110673,120686,52424,157386,85101,64004,47166,58112,83092,151559,107195,53702,93979,60574,125086,126544,134986,79295,52834,62359,65078,47114,46540,49945,57972,58522,49526,67089,168956,112036,116332,54588,44601,110852,55768,83923,48549,104160,66681,53382,45261,45300,42681,53502,88377,42284,559781,134489,74154,74864,157745,156178,52364,106311,76723,222030,60018,103189,100514,412224,41927,111115,69324,100629,48098,62750,53816,134517,90655,72123,67815,299810,653545,64806,42359,66948,179084,93797,59503,273480,89680,65341,141013,104205,85392,56450,60497,50985,65086,64045,62809,93564,62209,105988
N-AcetylGlycine,HMDB00532,N/A,51874,60972,83013,78883,62470,49214,57664,48418,66074,51761,71126,46342,70403,66518,60772,66108,60239,57500,50803,61447,63786,80351,44065,66194,45573,51604,49287,65631,47589,53411,68753,56392,44144,51541,53561,51080,45130,53351,48041,75055,57375,60895,49983,55432,56660,44368,64320,50634,58866,46388,55761,57437,53781,56948,52072,43245,67114,52333,52839,58089,47664,50256,49507,78352,61283,61806,66990,55000,48959,42995,59602,59176,45876,64105,46003,39627,83146,54080,52494,52176,58644,59937,53310,57827,46796,54376,45459,51349,38452,52301,48622,29295,54971,51620,45085,52877,46141,55430,54968,49075,55601,41387,49243,41476,44701,42200,39925,50068,49567,50164,54091,71182,582471,63993,42848,46774,1114327,35647,43807,42435,58674,47600,53792,58318,52494,67764,51176,46265,50259,53005,48642,60528,46201,43866,57912,58184,78067,42549,51438,54206,51523,58569,44999,60978,44913,43841,45961,36626,52499,38018,45165,50355,50403,45029,51343,34142,59552
Guanidinoacetate,HMDB00128,C00581,95433,117692,139395,146518,129773,133748,137846,46958,116841,92494,62205,95673,72485,108691,129479,46393,79237,131545,102207,156893,152343,108516,65866,121139,128726,92750,125276,175999,202737,134501,152836,161544,153892,116372,114046,135967,100692,82021,101335,179934,135816,103353,237742,65724,87034,153385,119221,185296,106655,74787,181824,119263,60511,84236,171550,118550,121018,148722,99664,95170,115296,107967,60604,60898,63806,47067,44432,215546,148504,60922,82007,66259,106898,140886,184386,211629,75711,63645,47747,96113,65890,50680,65829,92211,95200,90171,109809,71551,105638,85626,81645,67295,63524,132359,143233,113413,94902,132146,111133,72139,45533,100509,98999,84541,95934,102177,85229,183214,140788,95181,98148,77959,93998,90512,100143,101222,47642,80399,62736,88649,115360,107113,97630,112895,52501,103942,92515,123199,49296,88988,126363,106759,126492,189366,27551,132633,208895,69592,89501,74412,175518,145001,46943,108882,84352,55912,100738,57700,44879,56320,70659,36982,113460,119281,69704,113576,76272
2-Hydroxyisovaleric Acid,HMDB00407,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Succinate,HMDB00254,C00042,1241649,2166464,1390820,2618220,2263822,1363356,2126962,1387077,2402574,1402561,1821178,2138002,1337180,1954950,1795250,1599495,3325629,2087543,1106017,2082831,1872303,2128531,1881906,1412958,2039237,1734123,1174570,1121644,1303776,1747626,1739150,1397719,1173433,1389130,1160048,1001535,2455937,1329378,1420453,2069603,1645406,1525379,1990233,1806717,1367266,1650005,1609481,2177998,1867003,1721188,1514371,1914988,2076310,1610993,2062359,1589268,1461435,2570474,2099556,1152365,1707168,1398696,1494640,1465055,1213562,1322076,1323120,1724347,1222898,1221985,1464743,1374258,1810733,2122194,1340433,1169709,1465215,1269572,1895615,1497597,1252756,1814044,1063549,1951751,1440780,1932452,1622490,1203254,1061284,1222228,1510695,1260897,1159488,1340801,1661787,1166963,1363371,1862393,1539408,1225999,1532019,2174901,1857754,776687,1923747,1452301,1133288,1848451,880660,1245445,1664980,2128458,1479778,1656328,1555566,1609613,1504769,1108358,1614502,1644671,1045751,1677087,1680475,1284459,1628332,2197695,1570368,1442763,1104971,1480704,1297399,1316805,2487454,1846063,1554678,1549450,1119793,1475906,1693805,1238087,1566575,1574297,1843573,1134298,1243908,1140539,1415729,1208035,926335,1173637,1441573,1592602,1682788,1104939,1492347,1317146,1486407
Methylmalonate,HMDB00202,C02170,213426,272007,333672,151988,170658,152568,1120333,295301,222238,289734,213263,190312,348932,199396,187880,252026,196328,336840,173776,314664,153888,209006,129799,148121,242835,174281,202995,183682,135375,115403,229310,187135,101666,283226,108993,157682,197455,142306,120934,138246,257493,217257,165858,188600,142917,197178,201935,196446,255637,181485,109607,167202,203063,225187,235611,114338,137528,407104,583914,216306,171264,176382,167788,217827,253941,191179,154143,183421,162946,145947,107145,238175,136292,315878,248494,188977,244962,165973,152080,187784,238873,135284,186132,162847,271817,117368,149912,158219,87014,147101,102133,110100,132434,167962,185563,103473,170986,122371,165620,148024,130058,158479,238745,169349,146019,176335,123289,129328,198112,131056,172127,172328,127792,162419,135569,125190,180129,101103,97444,146668,191971,145625,125227,150097,104078,197145,113817,121518,94678,120883,113026,92739,109313,103861,150257,198620,122579,95148,129266,112848,97786,141989,168801,139716,82607,92601,95181,99149,130469,115399,320346,137963,198033,87723,163403,117679,190701
3-Hydroxyisovaleric Acid,HMDB00754,C20827,959669,803584,1695342,730033,1059046,713329,764864,663437,922659,1167343,1340773,855634,922889,998908,812376,694356,1080801,945631,1092079,1280296,910750,1446344,1222675,858854,971839,1283891,828065,931601,1381482,815268,829266,871927,631635,976799,970730,892150,670160,931560,952261,1608846,1374739,1846591,1549863,1577187,819539,4379532,1509106,889434,1393355,1579748,1520592,1144858,1069442,1024892,1084181,1363429,1243889,1888303,1374724,1786471,1330697,1576665,1503342,1400445,1202463,1107640,1602019,965630,1116302,1124559,1372865,918965,1188753,1351529,1232190,1000821,1417330,1003590,1648289,1342150,1234612,1247690,1334567,1237105,754326,855496,1588665,1164078,533237,904577,1352250,1089003,1265248,648633,825088,946225,921456,881819,826495,928317,993758,988672,664993,785915,702672,782739,819613,780821,734345,2132333,1058454,1007732,941677,1439193,748101,915442,2353115,1846820,1036597,1050350,1192679,1765910,1063194,1402630,974271,1548853,1087871,1614986,1312015,4163071,840107,1005843,974147,869915,1235858,1061874,1113074,1257639,1554551,1048401,1106763,1289792,1457189,1116074,1260192,1685907,2055401,853605,1133380,1104090,1969049,1898463,1334829,2063728,1428781,1418056,1128300
Erythrose,HMDB02649,C01796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Threitol,HMDB04136,C16884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nicotinic Acid,HMDB01488,C00253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Picolinic Acid,HMDB0002243,C10164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thymine,HMDB00262,C00178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Citraconic Acid,HMDB00634,C02226,300163,307081,305575,343470,303023,265893,317015,302106,300005,237483,266378,267255,328544,312351,297779,284308,319057,312468,234766,291113,329368,294639,276308,321394,308402,336492,274119,314893,318030,317378,286069,292014,270813,314074,282577,287477,327222,312438,290011,319969,316216,312987,334488,387606,313502,302621,331059,302054,325261,312487,344947,316825,296818,291870,334538,302642,360822,298199,296981,330063,311870,354797,376194,299040,373482,217262,299670,322261,328794,303378,318900,324826,342867,299004,378908,313399,314514,301488,302104,298318,316474,278387,243503,273685,288818,321799,255434,284244,248608,300715,361820,312302,302785,279479,273884,306866,290330,274534,284177,261153,296083,298055,303137,326508,323546,287468,327895,284105,323126,338128,294911,272238,306061,305228,343487,315918,360713,316224,251859,259313,227328,272908,272189,269973,277124,261611,268769,271088,262369,271809,254172,315791,311278,262622,305817,279659,286497,311433,300955,271582,308053,282922,279208,271694,290003,308685,322880,304168,259098,296616,329242,326993,287575,335803,321211,321086,285461
2-oxo-Isocaproic Acid,HMDB00695,C00233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Itaconic Acid,HMDB02092,C00490,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N-Ac-Alanine,HMDB00766,N/A,354421,537223,584666,695635,617308,416944,677765,464035,475062,679251,845477,393259,594659,426298,456185,747458,531787,740906,403000,440375,427742,625370,473255,510052,554544,596475,522448,497831,463087,478707,520066,524848,450853,675453,439794,408886,534329,443316,616856,473031,642433,651301,556306,697169,572290,395226,499923,474241,615219,567902,531731,470608,750495,551406,498251,417831,659717,675657,624759,602034,567583,431126,558608,791620,579928,603941,658676,574221,505847,393142,339939,604110,411733,755155,498275,476088,1020419,501882,462365,565640,670980,487842,516602,567110,478276,462492,679315,409460,486246,470587,500959,388246,657193,452249,379563,462370,451468,517278,507983,539236,547906,576427,532894,415854,481977,458902,501763,510768,487265,492455,426021,442811,537812,715438,398883,430277,969932,402846,478169,476965,489317,443258,442933,469518,417071,723310,514870,514082,413749,422725,484337,583387,430846,496780,528442,486188,648787,426058,410872,511551,447930,707517,477325,427902,451766,417487,456768,368725,412606,440956,454960,450218,594457,457776,585838,473078,704646
MethylSuccinate,HMDB01844,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D-Leucic Acid,HMDB00624,C03264,1270996,2058068,1433732,2055236,1115075,955400,1574088,2005182,1329340,1018368,1835558,1037769,2359765,973269,1659620,665508,2808512,1434886,929835,1750697,1181722,3234946,1181702,1317488,1191029,1675966,1098539,847526,1452871,1636531,1794527,1151173,758944,1443447,925054,1687700,1680773,1196429,1054475,1873219,1514358,1015075,1522259,1383348,1479626,1435100,1439259,1131348,1559465,1216803,1771762,1236500,1365326,1484989,1708359,730145,1700061,1741367,2637593,1342694,1846381,1073882,1024663,1487416,1869432,2044474,1213476,1863691,1096746,1345235,675767,1450834,1246357,1060846,1118062,1447994,1753678,1178416,1207927,1434050,1394773,1065414,678562,2046009,1767118,1459398,2067567,1090872,964045,1724965,933191,1149094,1049092,956119,1580557,1208714,1004108,1298562,1053840,746201,1110588,1805213,1102919,872487,698094,974344,926078,897106,660046,916266,1117203,1265249,2696948,3210260,997583,849765,7822247,1622647,1713107,965050,811578,1470286,1039298,1064394,1529264,4158665,1475113,814617,1141710,1636872,939849,974452,1877978,2532857,1277625,2543455,1214897,1240096,1756236,1905395,704358,1235459,1216180,1024591,702757,760951,1593310,664065,1232047,700245,1155089,1361179,785109,667991,1230898,1575450,856947
Glutaric Acid,HMDB00661,C00489,103430,40087,56737,45769,55131,50223,81774,50888,51185,25111,29402,44641,31865,34489,33914,57356,84693,83372,71256,54588,52157,40110,78592,36211,79304,39500,64801,63474,55997,23435,88283,99955,29047,59758,43109,31190,60454,28547,23798,55828,42334,89494,30893,87813,43927,39895,56388,50996,53913,56310,44983,43845,54667,53101,76851,68739,30757,221585,21526,69599,64581,38373,107603,40033,40871,47953,83311,74303,115419,81029,34865,65232,58142,44638,56263,92279,54917,30961,93550,27629,67430,54281,56428,33505,42808,58435,45655,94475,24629,45587,32667,71560,43358,52643,52221,68134,66747,107904,55868,25740,40084,25813,66599,33388,45670,36077,32069,72940,45211,48535,55995,50519,103245,35346,69167,50644,72581,41998,16384,33659,59471,38726,47478,85040,37736,31226,43606,22014,59489,21994,93393,21957,20071,15587,45910,52340,69692,40162,85757,48678,35169,56306,21934,80361,75005,31704,21082,24259,23176,48403,46836,129561,95328,25533,44162,24925,90343
Oxalacetate,HMDB00223,C00036,58769,67568,61090,59688,57879,58282,52389,58609,54690,53507,51133,40639,56371,56609,51321,56294,51108,45266,48428,51459,53056,67759,56954,59777,50676,50674,52143,46929,56298,45969,45451,56044,51992,52442,63416,47162,43246,61877,47253,57603,66058,55729,55503,61909,57221,57254,52292,53784,53036,62073,59535,45604,42445,58704,49067,46969,58303,44601,64079,57650,35403,51792,55508,54382,55864,47362,40799,47559,46480,54592,49140,49794,52329,49027,55785,43300,55823,37899,45817,51439,47634,53375,47806,46524,51534,46645,35673,52105,47904,47058,39355,42708,40713,54193,47010,43627,48115,56660,43611,49205,38620,48231,51219,49101,52675,44602,44546,47420,46082,48230,46966,51554,42222,50360,49424,50159,44877,42989,41732,44670,46935,49122,52626,49577,35359,46357,47602,49082,43684,46424,37036,47077,49575,51641,48764,52525,56449,52033,48555,41542,58081,42608,54265,48396,45389,47586,41557,40563,51821,42951,42851,45280,47249,51541,54192,43262,40076
Ethylmalonic acid,HMDB00622,N/A,302379,140846,179769,114568,160557,252745,218879,664074,329100,249107,311478,187998,252351,182977,250360,283164,276034,344069,142559,267805,191508,226203,200089,135299,269617,211105,189347,234114,120003,272951,82604,117302,152247,285874,145479,154864,171762,152998,151790,186202,471938,222346,359389,188656,130998,290835,284156,120407,275085,160420,136986,139401,264071,231120,177765,171108,243022,146410,296223,201342,158019,155068,149456,308096,156112,158129,234566,161400,441738,118485,162732,217029,105808,155388,249377,169233,484017,242911,215504,262060,223597,265128,220047,448310,179512,149498,324046,181535,165056,150422,115153,186546,324507,148124,206197,122502,190503,140672,156242,213642,189404,170039,286117,63260,148344,194936,87232,253992,199492,211583,221479,143143,113338,185991,110964,131586,280614,83278,168541,62159,194061,146239,158799,198570,167960,251769,165904,219673,263842,162841,158420,159727,257490,165352,181975,159486,220740,118325,100049,129894,120021,185508,307795,321735,126070,167511,224831,79485,210757,101327,126044,91010,114748,116418,123177,85626,295082
