dog	code	pop	pct
100014	32	Belgian Malinois	0.0156
100014	114	German Shepherd Dog	0.9268
100014	158	Leonberger	0.0122
100030	212	Rhodesian Ridgeback	0.9988
100033	81	Cocker Spaniel	0.0177
100033	11	American Pitbull Terrier	0.0184
100033	33	Belgian Sheepdog	0.01
100033	74	Chihuahua	0.4567
100033	87	Dachshund	0.031
100033	154	Lagotto Romagnolo	0.0217
100033	185	Pekingese	0.1041
100033	194	Pomeranian	0.0106
100033	204	Pug	0.0135
100033	246	Standard Schnauzer	0.0105
100033	196	Poodle (Toy)	0.1467
100033	276	Yorkshire Terrier	0.0756
100035	11	American Pitbull Terrier	0.2661
100035	74	Chihuahua	0.0113
100035	87	Dachshund	0.0158
100035	276	Yorkshire Terrier	0.0103
100035	16	Australian Cattle Dog	0.2206
100035	18	Australian Shepherd	0.0102
100035	25	Basset Hound	0.0135
100035	27	Beagle	0.082
100035	42	Bloodhound	0.0177
100035	46	Border Collie	0.0165
100035	51	Boxer	0.0164
100035	82	Collie	0.0127
100035	61	Bulldog	0.0114
100035	115	German Shorthaired Pointer	0.0146
100035	120	Golden Retriever	0.0127
100035	140	Italian Greyhound	0.0121
100035	141	Jack Russell Terrier	0.0105
100035	153	Labrador Retriever	0.033
100035	177	Norwegian Elkhound	0.0201
100035	181	Old English Sheepdog	0.0101
100044	61	Bulldog	0.9989
100048	158	Leonberger	0.9987
100069	230	Siberian Husky	0.9989
10008	51	Boxer	0.0114
10008	153	Labrador Retriever	0.886
10008	173	Newfoundland	0.0216
100087	120	Golden Retriever	0.9988
100097	81	Cocker Spaniel	0.0326
100097	11	American Pitbull Terrier	0.0151
100097	196	Poodle (Toy)	0.0107
100097	18	Australian Shepherd	0.011
100097	120	Golden Retriever	0.0156
100097	153	Labrador Retriever	0.6399
100097	230	Siberian Husky	0.0538
100097	5	Alaskan Malamute	0.0305
100097	78	Chow Chow	0.0348
100097	226	Shetland Sheepdog	0.0425
100101	230	Siberian Husky	0.9743
100103	3	Airedale Terrier	0.0126
100103	81	Cocker Spaniel	0.0225
100103	11	American Pitbull Terrier	0.1412
100103	18	Australian Shepherd	0.0356
100103	25	Basset Hound	0.0197
100103	51	Boxer	0.0177
100103	78	Chow Chow	0.1591
100103	61	Bulldog	0.0534
100103	280	English Shepherd	0.015
100103	114	German Shepherd Dog	0.0699
100103	120	Golden Retriever	0.0232
100103	153	Labrador Retriever	0.1604
100103	183	Papillon	0.0201
100103	194	Pomeranian	0.0272
100103	212	Rhodesian Ridgeback	0.0126
100103	214	Rottweiler	0.0377
100103	243	St. Bernard	0.0121
100103	230	Siberian Husky	0.0167
100119	120	Golden Retriever	0.9989
100126	37	Bernese Mountain Dog	0.5096
100126	195	Poodle	0.4892
100133	276	Yorkshire Terrier	0.9989
100134	120	Golden Retriever	0.9989
100146	120	Golden Retriever	0.9988
100148	81	Cocker Spaniel	0.2628
100148	70	Cavalier King Charles Spaniel	0.2643
100148	196	Poodle (Toy)	0.4718
10015	81	Cocker Spaniel	0.0112
10015	11	American Pitbull Terrier	0.0361
10015	16	Australian Cattle Dog	0.182
10015	18	Australian Shepherd	0.0575
10015	46	Border Collie	0.1728
10015	74	Chihuahua	0.0166
10015	82	Collie	0.0186
10015	92	Doberman Pinscher	0.0109
10015	114	German Shepherd Dog	0.1475
10015	124	Great Pyrenees	0.0283
10015	202	Portuguese Water Dog	0.0167
10015	230	Siberian Husky	0.1726
10015	253	Tibetan Mastiff	0.0197
100174	32	Belgian Malinois	0.0273
100174	114	German Shepherd Dog	0.07
100174	158	Leonberger	0.0112
100174	11	American Pitbull Terrier	0.0737
100174	87	Dachshund	0.0226
100174	194	Pomeranian	0.101
100174	204	Pug	0.0148
100174	246	Standard Schnauzer	0.0153
100174	196	Poodle (Toy)	0.031
100174	276	Yorkshire Terrier	0.0107
100174	18	Australian Shepherd	0.0346
100174	51	Boxer	0.0333
100174	115	German Shorthaired Pointer	0.0182
100174	140	Italian Greyhound	0.0125
100174	230	Siberian Husky	0.0174
100174	124	Great Pyrenees	0.0104
100174	62	Bullmastiff	0.0136
100174	75	Chinese Crested	0.0184
100174	98	English Cocker Spaniel	0.0179
100174	280	English Shepherd	0.0115
100174	103	Entlebucher Mountain Dog	0.0132
100174	161	Maltese	0.0103
100174	186	Pembroke Welsh Corgi	0.0123
100174	214	Rottweiler	0.1777
100174	243	St. Bernard	0.0154
100174	219	Samoyed	0.0115
100174	262	Village Dog	0.0566
100189	158	Leonberger	0.015
100189	81	Cocker Spaniel	0.0795
100189	11	American Pitbull Terrier	0.0819
100189	16	Australian Cattle Dog	0.0696
100189	27	Beagle	0.094
100189	46	Border Collie	0.0376
100189	60	Bull Terrier	0.0124
100189	78	Chow Chow	0.0176
100189	87	Dachshund	0.0175
100189	92	Doberman Pinscher	0.0951
100189	280	English Shepherd	0.0241
100189	101	English Springer Spaniel	0.0132
100189	120	Golden Retriever	0.0223
100189	124	Great Pyrenees	0.1401
100189	141	Jack Russell Terrier	0.0579
100189	153	Labrador Retriever	0.0685
100189	212	Rhodesian Ridgeback	0.0172
100189	262	Village Dog	0.0324
100193	120	Golden Retriever	0.5125
100193	153	Labrador Retriever	0.4864
100224	3	Airedale Terrier	0.0102
100224	11	American Pitbull Terrier	0.0505
100224	25	Basset Hound	0.0714
100224	27	Beagle	0.3261
100224	42	Bloodhound	0.0674
100224	46	Border Collie	0.0195
100224	49	Boston Terrier	0.0108
100224	50	Bouvier des Flandres	0.0108
100224	51	Boxer	0.0125
100224	87	Dachshund	0.048
100224	92	Doberman Pinscher	0.0103
100224	101	English Springer Spaniel	0.0187
100224	115	German Shorthaired Pointer	0.0256
100224	121	Gordon Setter	0.0108
100224	123	Great Dane	0.0112
100224	126	Greyhound	0.0146
100224	153	Labrador Retriever	0.013
100224	154	Lagotto Romagnolo	0.0144
100224	158	Leonberger	0.0113
100224	180	Nova Scotia Duck Tolling Retriever	0.0105
100224	181	Old English Sheepdog	0.0232
100224	186	Pembroke Welsh Corgi	0.0116
100224	195	Poodle	0.0182
100224	264	Weimaraner	0.0228
100224	276	Yorkshire Terrier	0.0284
100228	81	Cocker Spaniel	0.0235
100228	11	American Pitbull Terrier	0.0251
100228	74	Chihuahua	0.4811
100228	87	Dachshund	0.0609
100228	154	Lagotto Romagnolo	0.0208
100228	204	Pug	0.019
100228	246	Standard Schnauzer	0.012
100228	196	Poodle (Toy)	0.0318
100228	276	Yorkshire Terrier	0.0267
100228	27	Beagle	0.0222
100228	61	Bulldog	0.0138
100228	202	Portuguese Water Dog	0.0163
100228	167	Miniature Pinscher	0.1032
100228	168	Miniature Schnauzer	0.0235
100228	228	Shih Tzu	0.0732
100237	114	German Shepherd Dog	0.017
100237	11	American Pitbull Terrier	0.0758
100237	74	Chihuahua	0.2055
100237	87	Dachshund	0.0111
100237	194	Pomeranian	0.0341
100237	246	Standard Schnauzer	0.0108
100237	276	Yorkshire Terrier	0.0183
100237	18	Australian Shepherd	0.2366
100237	27	Beagle	0.0171
100237	46	Border Collie	0.0553
100237	82	Collie	0.0182
100237	120	Golden Retriever	0.0156
100237	153	Labrador Retriever	0.0648
100237	202	Portuguese Water Dog	0.0217
100237	219	Samoyed	0.0139
100237	228	Shih Tzu	0.0351
100237	50	Bouvier des Flandres	0.0106
100237	180	Nova Scotia Duck Tolling Retriever	0.0157
100237	195	Poodle	0.0166
100237	239	Soft Coated Wheaten Terrier	0.0109
100242	158	Leonberger	0.0132
100242	74	Chihuahua	0.1338
100242	87	Dachshund	0.1201
100242	196	Poodle (Toy)	0.1216
100242	276	Yorkshire Terrier	0.0629
100242	16	Australian Cattle Dog	0.4353
100242	27	Beagle	0.032
100242	115	German Shorthaired Pointer	0.0158
100251	120	Golden Retriever	0.9989
100262	114	German Shepherd Dog	0.0106
100262	158	Leonberger	0.013
100262	81	Cocker Spaniel	0.0157
100262	11	American Pitbull Terrier	0.1327
100262	74	Chihuahua	0.1767
100262	87	Dachshund	0.0617
100262	154	Lagotto Romagnolo	0.0169
100262	185	Pekingese	0.0238
100262	196	Poodle (Toy)	0.167
100262	276	Yorkshire Terrier	0.0351
100262	16	Australian Cattle Dog	0.0144
100262	27	Beagle	0.0342
100262	153	Labrador Retriever	0.019
100262	78	Chow Chow	0.0171
100262	226	Shetland Sheepdog	0.0151
100262	92	Doberman Pinscher	0.0113
100262	167	Miniature Pinscher	0.0205
100262	228	Shih Tzu	0.0419
100262	49	Boston Terrier	0.0108
100262	227	Shiba Inu	0.0108
100262	269	Wire Fox Terrier	0.0113
100266	126	Greyhound	0.9989
100293	11	American Pitbull Terrier	0.4989
100293	16	Australian Cattle Dog	0.0237
100293	18	Australian Shepherd	0.021
100293	51	Boxer	0.0593
100293	61	Bulldog	0.0109
100293	153	Labrador Retriever	0.0699
100293	62	Bullmastiff	0.1659
100293	107	Finish Spitz	0.0149
100293	164	Mastiff	0.03
100293	245	Staffordshire Bull Terrier	0.0167
100304	57	Brittany	0.9989
100312	120	Golden Retriever	0.9989
100334	51	Boxer	0.9989
100358	92	Doberman Pinscher	0.9987
100369	114	German Shepherd Dog	0.016
100369	11	American Pitbull Terrier	0.0474
100369	33	Belgian Sheepdog	0.0276
100369	74	Chihuahua	0.0439
100369	87	Dachshund	0.0562
100369	196	Poodle (Toy)	0.0319
100369	16	Australian Cattle Dog	0.0288
100369	18	Australian Shepherd	0.0343
100369	27	Beagle	0.1566
100369	42	Bloodhound	0.0302
100369	46	Border Collie	0.0323
100369	51	Boxer	0.0168
100369	82	Collie	0.0253
100369	61	Bulldog	0.0163
100369	115	German Shorthaired Pointer	0.0173
100369	141	Jack Russell Terrier	0.0848
100369	153	Labrador Retriever	0.0116
100369	181	Old English Sheepdog	0.0248
100369	173	Newfoundland	0.0108
100369	226	Shetland Sheepdog	0.0146
100369	280	English Shepherd	0.019
100369	186	Pembroke Welsh Corgi	0.0195
100369	214	Rottweiler	0.0147
100369	92	Doberman Pinscher	0.0126
100369	126	Greyhound	0.0112
100369	3	Airedale Terrier	0.0136
100369	88	Dalmatian	0.0205
100369	123	Great Dane	0.0138
100369	130	Havanese	0.0136
100383	110	French Bulldog	0.9987
100386	18	Australian Shepherd	0.9989
100399	114	German Shepherd Dog	0.0476
100399	158	Leonberger	0.0133
100399	81	Cocker Spaniel	0.0245
100399	70	Cavalier King Charles Spaniel	0.0119
100399	11	American Pitbull Terrier	0.1394
100399	16	Australian Cattle Dog	0.0281
100399	27	Beagle	0.0302
100399	46	Border Collie	0.0263
100399	78	Chow Chow	0.0803
100399	87	Dachshund	0.0278
100399	120	Golden Retriever	0.0179
100399	141	Jack Russell Terrier	0.0134
100399	153	Labrador Retriever	0.0746
100399	262	Village Dog	0.0109
100399	18	Australian Shepherd	0.0152
100399	49	Boston Terrier	0.0256
100399	62	Bullmastiff	0.0183
100399	74	Chihuahua	0.0674
100399	82	Collie	0.0125
100399	100	English Setter	0.0114
100399	115	German Shorthaired Pointer	0.0185
100399	121	Gordon Setter	0.0101
100399	139	Irish Wolfhound	0.0105
100399	168	Miniature Schnauzer	0.0186
100399	204	Pug	0.0144
100399	214	Rottweiler	0.0815
100399	255	Tibetan Terrier	0.0129
100417	61	Bulldog	0.054
100417	81	Cocker Spaniel	0.0105
100417	196	Poodle (Toy)	0.0103
100417	11	American Pitbull Terrier	0.4358
100417	78	Chow Chow	0.0282
100417	87	Dachshund	0.0131
100417	120	Golden Retriever	0.014
100417	141	Jack Russell Terrier	0.0113
100417	153	Labrador Retriever	0.0226
100417	49	Boston Terrier	0.0377
100417	51	Boxer	0.0697
100417	164	Mastiff	0.013
100417	173	Newfoundland	0.0163
100417	226	Shetland Sheepdog	0.0113
100417	245	Staffordshire Bull Terrier	0.1242
100417	276	Yorkshire Terrier	0.0118
10045	81	Cocker Spaniel	0.011
10045	11	American Pitbull Terrier	0.0624
10045	25	Basset Hound	0.0133
10045	27	Beagle	0.0579
10045	36	Berger Picard	0.012
10045	38	Bichon Frise	0.0157
10045	46	Border Collie	0.0681
10045	51	Boxer	0.0278
10045	78	Chow Chow	0.023
10045	114	German Shepherd Dog	0.0235
10045	124	Great Pyrenees	0.0185
10045	141	Jack Russell Terrier	0.0268
10045	153	Labrador Retriever	0.2795
10045	214	Rottweiler	0.0103
10045	243	St. Bernard	0.0166
10045	76	Chinese Shar-Pei	0.0231
10045	230	Siberian Husky	0.1379
10045	246	Standard Schnauzer	0.0113
100457	230	Siberian Husky	0.9791
100460	81	Cocker Spaniel	0.0156
100460	11	American Pitbull Terrier	0.0323
100460	183	Papillon	0.0116
100460	276	Yorkshire Terrier	0.0159
100460	27	Beagle	0.0367
100460	46	Border Collie	0.0428
100460	110	French Bulldog	0.0172
100460	136	Irish Setter	0.0108
100460	158	Leonberger	0.013
100460	195	Poodle	0.0339
100460	196	Poodle (Toy)	0.6557
100466	46	Border Collie	0.2251
100466	82	Collie	0.0443
100466	120	Golden Retriever	0.3481
100466	153	Labrador Retriever	0.0295
100466	280	English Shepherd	0.3075
100495	226	Shetland Sheepdog	0.9987
100496	226	Shetland Sheepdog	0.9989
100497	228	Shih Tzu	0.9988
100500	120	Golden Retriever	0.9988
100506	33	Belgian Sheepdog	0.01
100506	87	Dachshund	0.0236
100506	154	Lagotto Romagnolo	0.0157
100506	196	Poodle (Toy)	0.0158
100506	276	Yorkshire Terrier	0.0187
100506	167	Miniature Pinscher	0.1918
100506	228	Shih Tzu	0.5113
100506	38	Bichon Frise	0.181
10051	11	American Pitbull Terrier	0.0693
10051	51	Boxer	0.016
10051	61	Bulldog	0.9114
100530	114	German Shepherd Dog	0.1374
100530	196	Poodle (Toy)	0.0197
100530	11	American Pitbull Terrier	0.1386
100530	16	Australian Cattle Dog	0.0522
100530	78	Chow Chow	0.081
100530	120	Golden Retriever	0.0124
100530	124	Great Pyrenees	0.0138
100530	141	Jack Russell Terrier	0.0303
100530	153	Labrador Retriever	0.0594
100530	18	Australian Shepherd	0.056
100530	49	Boston Terrier	0.0162
100530	74	Chihuahua	0.014
100530	115	German Shorthaired Pointer	0.0107
100530	214	Rottweiler	0.0937
100530	51	Boxer	0.012
100530	226	Shetland Sheepdog	0.0163
100530	276	Yorkshire Terrier	0.0129
100530	123	Great Dane	0.0157
100530	154	Lagotto Romagnolo	0.0124
100530	181	Old English Sheepdog	0.0109
100530	219	Samoyed	0.0105
100582	120	Golden Retriever	0.9989
100593	70	Cavalier King Charles Spaniel	0.9989
100635	81	Cocker Spaniel	0.0266
100635	11	American Pitbull Terrier	0.0252
100635	74	Chihuahua	0.0547
100635	154	Lagotto Romagnolo	0.0137
100635	194	Pomeranian	0.0113
100635	204	Pug	0.0143
100635	196	Poodle (Toy)	0.0613
100635	276	Yorkshire Terrier	0.0135
100635	18	Australian Shepherd	0.408
100635	46	Border Collie	0.0233
100635	82	Collie	0.0605
100635	140	Italian Greyhound	0.0102
100635	141	Jack Russell Terrier	0.0139
100635	153	Labrador Retriever	0.0135
100635	226	Shetland Sheepdog	0.0412
100635	202	Portuguese Water Dog	0.0118
100635	214	Rottweiler	0.0147
100635	101	English Springer Spaniel	0.0127
100637	48	Borzoi	0.9989
100652	114	German Shepherd Dog	0.2573
100652	11	American Pitbull Terrier	0.0114
100652	51	Boxer	0.5342
100652	82	Collie	0.0131
100652	153	Labrador Retriever	0.0139
100652	177	Norwegian Elkhound	0.0374
100652	78	Chow Chow	0.0347
100652	262	Village Dog	0.0191
100654	81	Cocker Spaniel	0.0521
100654	11	American Pitbull Terrier	0.1689
100654	27	Beagle	0.1013
100654	42	Bloodhound	0.0136
100654	46	Border Collie	0.0102
100654	48	Borzoi	0.0146
100654	49	Boston Terrier	0.0142
100654	51	Boxer	0.0624
100654	62	Bullmastiff	0.0134
100654	78	Chow Chow	0.0484
100654	82	Collie	0.0143
100654	87	Dachshund	0.0165
100654	61	Bulldog	0.118
100654	100	English Setter	0.0252
100654	101	English Springer Spaniel	0.0462
100654	114	German Shepherd Dog	0.0359
100654	115	German Shorthaired Pointer	0.0228
100654	120	Golden Retriever	0.0171
100654	126	Greyhound	0.0145
100654	141	Jack Russell Terrier	0.0118
100654	186	Pembroke Welsh Corgi	0.0104
100654	228	Shih Tzu	0.0155
100654	255	Tibetan Terrier	0.0123
100654	276	Yorkshire Terrier	0.0138
100656	46	Border Collie	0.9989
100672	92	Doberman Pinscher	0.9989
100677	81	Cocker Spaniel	0.0122
100677	11	American Pitbull Terrier	0.0373
100677	74	Chihuahua	0.0343
100677	87	Dachshund	0.307
100677	246	Standard Schnauzer	0.0116
100677	196	Poodle (Toy)	0.0326
100677	16	Australian Cattle Dog	0.0236
100677	18	Australian Shepherd	0.1518
100677	46	Border Collie	0.0931
100677	140	Italian Greyhound	0.0179
100677	141	Jack Russell Terrier	0.0478
100677	153	Labrador Retriever	0.0146
100677	226	Shetland Sheepdog	0.0642
100677	62	Bullmastiff	0.0126
100677	186	Pembroke Welsh Corgi	0.0136
100677	214	Rottweiler	0.0148
100703	153	Labrador Retriever	0.945
100703	100	English Setter	0.016
100707	32	Belgian Malinois	0.0235
100707	114	German Shepherd Dog	0.204
100707	81	Cocker Spaniel	0.0111
100707	11	American Pitbull Terrier	0.0153
100707	46	Border Collie	0.0125
100707	51	Boxer	0.0269
100707	82	Collie	0.0157
100707	153	Labrador Retriever	0.4799
100707	124	Great Pyrenees	0.0521
100707	92	Doberman Pinscher	0.015
100707	212	Rhodesian Ridgeback	0.0147
100707	168	Miniature Schnauzer	0.013
100707	77	Chinook	0.0102
100712	11	American Pitbull Terrier	0.0363
100712	74	Chihuahua	0.0572
100712	87	Dachshund	0.1497
100712	276	Yorkshire Terrier	0.2339
100712	25	Basset Hound	0.0227
100712	27	Beagle	0.2268
100712	42	Bloodhound	0.0329
100712	141	Jack Russell Terrier	0.0273
100712	153	Labrador Retriever	0.0108
100712	181	Old English Sheepdog	0.0136
100712	202	Portuguese Water Dog	0.0127
100712	50	Bouvier des Flandres	0.011
100712	47	Border Terrier	0.0122
100712	136	Irish Setter	0.0112
100712	263	Vizsla	0.0179
100725	120	Golden Retriever	0.4633
100725	195	Poodle	0.5356
100732	228	Shih Tzu	0.5344
100732	50	Bouvier des Flandres	0.0115
100732	185	Pekingese	0.1649
100732	246	Standard Schnauzer	0.0102
100732	196	Poodle (Toy)	0.0256
100732	276	Yorkshire Terrier	0.1863
100756	63	Cairn Terrier	0.9935
100765	164	Mastiff	0.9989
100768	120	Golden Retriever	0.0831
100768	195	Poodle	0.9158
100796	114	German Shepherd Dog	0.0103
100796	81	Cocker Spaniel	0.0356
100796	74	Chihuahua	0.2126
100796	87	Dachshund	0.1557
100796	196	Poodle (Toy)	0.0321
100796	27	Beagle	0.0307
100796	141	Jack Russell Terrier	0.1817
100796	153	Labrador Retriever	0.0131
100796	226	Shetland Sheepdog	0.0112
100796	70	Cavalier King Charles Spaniel	0.0411
100796	167	Miniature Pinscher	0.0217
100796	49	Boston Terrier	0.013
100796	88	Dalmatian	0.0137
100796	123	Great Dane	0.0106
100796	38	Bichon Frise	0.0669
100796	223	Scottish Terrier	0.0103
100821	186	Pembroke Welsh Corgi	0.9989
100828	37	Bernese Mountain Dog	0.9989
100830	49	Boston Terrier	0.9989
100874	11	American Pitbull Terrier	0.588
100874	18	Australian Shepherd	0.0143
100874	78	Chow Chow	0.0419
100874	114	German Shepherd Dog	0.0215
100874	120	Golden Retriever	0.0181
100874	153	Labrador Retriever	0.0619
100874	183	Papillon	0.0157
100874	230	Siberian Husky	0.0231
100874	92	Doberman Pinscher	0.0112
100874	27	Beagle	0.0201
100874	46	Border Collie	0.0172
100874	196	Poodle (Toy)	0.0184
100874	16	Australian Cattle Dog	0.0216
100874	130	Havanese	0.0109
100874	186	Pembroke Welsh Corgi	0.0102
100893	81	Cocker Spaniel	0.0345
100893	11	American Pitbull Terrier	0.0141
100893	74	Chihuahua	0.2443
100893	87	Dachshund	0.0226
100893	154	Lagotto Romagnolo	0.0126
100893	194	Pomeranian	0.0286
100893	196	Poodle (Toy)	0.1285
100893	276	Yorkshire Terrier	0.0395
100893	18	Australian Shepherd	0.0168
100893	46	Border Collie	0.0191
100893	202	Portuguese Water Dog	0.0195
100893	92	Doberman Pinscher	0.0103
100893	167	Miniature Pinscher	0.2213
100893	228	Shih Tzu	0.0959
100905	5	Alaskan Malamute	0.0612
100905	11	American Pitbull Terrier	0.0325
100905	16	Australian Cattle Dog	0.0305
100905	33	Belgian Sheepdog	0.018
100905	36	Berger Picard	0.0108
100905	78	Chow Chow	0.0422
100905	82	Collie	0.0293
100905	87	Dachshund	0.0103
100905	88	Dalmatian	0.0149
100905	114	German Shepherd Dog	0.2143
100905	154	Lagotto Romagnolo	0.015
100905	161	Maltese	0.0168
100905	214	Rottweiler	0.0139
100905	219	Samoyed	0.0664
100905	230	Siberian Husky	0.2494
100905	262	Village Dog	0.0196
100929	114	German Shepherd Dog	0.0123
100929	11	American Pitbull Terrier	0.0501
100929	74	Chihuahua	0.0361
100929	154	Lagotto Romagnolo	0.0227
100929	16	Australian Cattle Dog	0.621
100929	46	Border Collie	0.0337
100929	153	Labrador Retriever	0.083
100929	78	Chow Chow	0.0282
100929	202	Portuguese Water Dog	0.0115
100929	243	St. Bernard	0.0182
100929	110	French Bulldog	0.0167
10093	37	Bernese Mountain Dog	0.9988
100934	3	Airedale Terrier	0.011
100934	81	Cocker Spaniel	0.013
100934	11	American Pitbull Terrier	0.0906
100934	18	Australian Shepherd	0.0165
100934	51	Boxer	0.0218
100934	114	German Shepherd Dog	0.0119
100934	120	Golden Retriever	0.04
100934	153	Labrador Retriever	0.0779
100934	194	Pomeranian	0.0239
100934	212	Rhodesian Ridgeback	0.0105
100934	214	Rottweiler	0.044
100934	230	Siberian Husky	0.4494
100934	27	Beagle	0.01
100934	16	Australian Cattle Dog	0.014
100934	5	Alaskan Malamute	0.0547
100934	82	Collie	0.0103
100934	126	Greyhound	0.0133
100934	202	Portuguese Water Dog	0.0115
10098	81	Cocker Spaniel	0.0139
10098	11	American Pitbull Terrier	0.1936
10098	16	Australian Cattle Dog	0.0326
10098	46	Border Collie	0.029
10098	92	Doberman Pinscher	0.027
10098	114	German Shepherd Dog	0.0449
10098	124	Great Pyrenees	0.0412
10098	202	Portuguese Water Dog	0.0114
10098	61	Bulldog	0.0116
10098	4	Akita	0.0167
10098	60	Bull Terrier	0.0215
10098	78	Chow Chow	0.1208
10098	87	Dachshund	0.0148
10098	88	Dalmatian	0.0273
10098	120	Golden Retriever	0.0203
10098	153	Labrador Retriever	0.0611
10098	173	Newfoundland	0.022
10098	214	Rottweiler	0.0416
10098	245	Staffordshire Bull Terrier	0.0467
10098	246	Standard Schnauzer	0.0162
10098	262	Village Dog	0.0257
10098	268	Whippet	0.0108
10098	276	Yorkshire Terrier	0.0156
100996	114	German Shepherd Dog	0.0141
100996	81	Cocker Spaniel	0.0102
100996	11	American Pitbull Terrier	0.2982
100996	154	Lagotto Romagnolo	0.0125
100996	276	Yorkshire Terrier	0.0134
100996	16	Australian Cattle Dog	0.0261
100996	18	Australian Shepherd	0.2111
100996	27	Beagle	0.0419
100996	42	Bloodhound	0.0104
100996	46	Border Collie	0.0375
100996	51	Boxer	0.0104
100996	82	Collie	0.0158
100996	120	Golden Retriever	0.0203
100996	153	Labrador Retriever	0.0633
100996	78	Chow Chow	0.0123
100996	186	Pembroke Welsh Corgi	0.015
100996	264	Weimaraner	0.0248
100996	183	Papillon	0.0138
100996	4	Akita	0.0199
101018	153	Labrador Retriever	0.9989
101053	11	American Pitbull Terrier	0.0119
101053	276	Yorkshire Terrier	0.0176
101053	18	Australian Shepherd	0.3057
101053	46	Border Collie	0.0419
101053	92	Doberman Pinscher	0.0129
101053	195	Poodle	0.5097
101053	77	Chinook	0.0125
101053	28	Bearded Collie	0.0132
101073	114	German Shepherd Dog	0.0109
101073	11	American Pitbull Terrier	0.4468
101073	87	Dachshund	0.0335
101073	18	Australian Shepherd	0.0161
101073	27	Beagle	0.04
101073	51	Boxer	0.0594
101073	82	Collie	0.0116
101073	61	Bulldog	0.0685
101073	120	Golden Retriever	0.0147
101073	153	Labrador Retriever	0.0357
101073	78	Chow Chow	0.0252
101073	62	Bullmastiff	0.0316
101073	219	Samoyed	0.0112
101073	49	Boston Terrier	0.0321
101073	57	Brittany	0.0138
101073	110	French Bulldog	0.021
101073	47	Border Terrier	0.0102
101076	81	Cocker Spaniel	0.2241
101076	98	English Cocker Spaniel	0.0137
101076	120	Golden Retriever	0.7611
101093	114	German Shepherd Dog	0.0194
101093	81	Cocker Spaniel	0.0109
101093	11	American Pitbull Terrier	0.0462
101093	87	Dachshund	0.0127
101093	154	Lagotto Romagnolo	0.0159
101093	16	Australian Cattle Dog	0.0891
101093	46	Border Collie	0.2249
101093	141	Jack Russell Terrier	0.0694
101093	153	Labrador Retriever	0.0265
101093	181	Old English Sheepdog	0.0138
101093	173	Newfoundland	0.0105
101093	78	Chow Chow	0.0977
101093	226	Shetland Sheepdog	0.0317
101093	103	Entlebucher Mountain Dog	0.0122
101093	219	Samoyed	0.0118
101093	262	Village Dog	0.0309
101093	88	Dalmatian	0.0136
101093	38	Bichon Frise	0.017
101093	223	Scottish Terrier	0.0109
101093	28	Bearded Collie	0.0167
101093	73	Chesapeake Bay Retriever	0.0123
101093	125	Greater Swiss Mountain Dog	0.0141
101093	270	Wirehaired Pointing Griffon	0.023
101142	158	Leonberger	0.0109
101142	11	American Pitbull Terrier	0.109
101142	74	Chihuahua	0.0233
101142	87	Dachshund	0.0205
101142	154	Lagotto Romagnolo	0.0103
101142	16	Australian Cattle Dog	0.1085
101142	51	Boxer	0.0101
101142	120	Golden Retriever	0.0123
101142	141	Jack Russell Terrier	0.0151
101142	153	Labrador Retriever	0.059
101142	78	Chow Chow	0.1349
101142	124	Great Pyrenees	0.2814
101142	202	Portuguese Water Dog	0.0165
101142	214	Rottweiler	0.0331
101142	262	Village Dog	0.0264
101154	32	Belgian Malinois	0.0179
101154	114	German Shepherd Dog	0.0293
101154	11	American Pitbull Terrier	0.1057
101154	74	Chihuahua	0.0264
101154	87	Dachshund	0.016
101154	196	Poodle (Toy)	0.0255
101154	276	Yorkshire Terrier	0.0177
101154	16	Australian Cattle Dog	0.0708
101154	27	Beagle	0.0438
101154	46	Border Collie	0.0545
101154	51	Boxer	0.0357
101154	61	Bulldog	0.0152
101154	120	Golden Retriever	0.0505
101154	153	Labrador Retriever	0.1063
101154	181	Old English Sheepdog	0.0151
101154	78	Chow Chow	0.0789
101154	214	Rottweiler	0.0218
101154	262	Village Dog	0.0178
101154	168	Miniature Schnauzer	0.0202
101154	49	Boston Terrier	0.0135
101154	57	Brittany	0.0201
101154	255	Tibetan Terrier	0.0157
101154	77	Chinook	0.0121
101183	120	Golden Retriever	0.1156
101183	37	Bernese Mountain Dog	0.1939
101183	168	Miniature Schnauzer	0.0248
101183	243	St. Bernard	0.0164
101183	196	Poodle (Toy)	0.6134
101220	153	Labrador Retriever	0.9934
10155	81	Cocker Spaniel	0.9989
10165	70	Cavalier King Charles Spaniel	0.5514
10165	196	Poodle (Toy)	0.4475
101673	37	Bernese Mountain Dog	0.4891
101673	195	Poodle	0.5097
10177	11	American Pitbull Terrier	0.5583
10177	27	Beagle	0.0103
10177	49	Boston Terrier	0.0754
10177	51	Boxer	0.0271
10177	60	Bull Terrier	0.0104
10177	62	Bullmastiff	0.0122
10177	61	Bulldog	0.021
10177	214	Rottweiler	0.0313
10177	230	Siberian Husky	0.0121
10177	245	Staffordshire Bull Terrier	0.101
101871	194	Pomeranian	0.9987
101884	81	Cocker Spaniel	0.1696
101884	153	Labrador Retriever	0.0674
101884	168	Miniature Schnauzer	0.0396
101884	195	Poodle	0.3039
101884	246	Standard Schnauzer	0.0191
101884	196	Poodle (Toy)	0.3914
